KOJIN ID,Formula,DFT enthalpy,Nzpe energy,SP energy
070CID80245, C4H6N0O0F0, 43.003189765, -5.664673435, -155.972972509
071CID135973, C4H6N0O0F0, 52.659029939, 3.530574674, -155.958318949
072CID69972, C4H6N0O0F0, 36.499390551, -12.740134212, -155.984247973
073CID9250, C4H8N0O0F0, 1.361041540, -61.090648786, -157.226400697
074CID8255, C4H8N0O0F0, -8.497406220, -69.909312756, -157.240454132
075CID7843, C4H10N0O0F0, -37.385040735, -111.980247519, -158.472599709
076CID6360, C4H10N0O0F0, -38.725966733, -113.026244360, -158.474266611
077CID9088, C5H8N0O0F0, 39.866956597, -25.327326048, -195.286568578
078CID241, C6H6N0O0F0, 14.111933379, -43.478612805, -232.267553577
079CID6329, C1H5N1O0F0, -4.1710693005, -40.0492808730, -95.8575531066
080CID6342, C2H3N1O0F0, 17.539420609, -8.719493506, -132.759684998
081CID284, C1H2N0O2F0, -85.783026569, -104.806499475, -189.758540510
082CID7865, C2H4N0O2F0, -87.898252774, -123.052187319, -229.069878502
083CID178, C2H5N1O1F0, -55.963503403, -97.448044406, -209.220813761
084CID9033, C2H5N1O0F0, 29.833852688, -9.440189014, -133.925934777
085CID9999, C2H0N2O0F0, 75.255075761, 64.770328959, -185.658736562
086CID674, C2H7N1O0F0, -8.089249307, -59.873900841, -135.171407287
087CID6341, C2H7N1O0F0, -12.979959717, -64.922116250, -135.179452130
088CID10038, C2H2N0O1F0, -11.447295335, -30.158234006, -152.602111748
089CID6354, C2H4N0O1F0, -12.907361924, -45.233955435, -153.791237716
090CID177, C2H4N0O1F0, -41.316590192, -73.005633964, -153.835494701
091CID7860, C2H2N0O2F0, -50.907096623, -72.330542758, -227.823947142
092CID702, C2H6N0O1F0, -53.661050101, -98.617480235, -155.041411052
093CID8254, C2H6N0O1F0, -47.649242460, -92.601907476, -155.031824627
094CID7855, C3H3N1O0F0, 44.726907014, 15.090361233, -170.838901942
095CID180, C3H6N0O1F0, -55.291491276, -103.009966932, -193.165571286
096CID176, C2H4N0O2F0, -100.033580803, -134.918313526, -229.088788377
097CID3776, C3H8N0O1F0, -64.232663564, -124.923596005, -194.365594153
098CID10903, C3H8N0O1F0, -57.368315287, -118.368610433, -194.355148119
099CID1146, C3H9N1O0F0, -14.185431880, -81.617361779, -174.488319335
100CID8029, C4H4N0O1F0, -9.164144255, -49.059882521, -230.031655441
101CID8027, C4H5N1O0F0, 25.471365252, -21.221845949, -210.179030764
102CID1049, C5H5N1O0F0, 25.618435686, -24.931198194, -248.302102354
103CID783, C0H2N0O0F0, -.33629959885, -6.60256164885, -1.17562312895
