KOJIN ID,Formula,DFT enthalpy,Nzpe energy,SP energy
067CID6334, C3H8N0O0F0, -30.801555016, -89.266301097, -74770.355500825
068CID7845, C4H6N0O0F0, 24.416374434, -24.465469877, -97893.322789078
069CID10419, C4H6N0O0F0, 33.836124113, -15.211382084, -97884.068701285
070CID80245, C4H6N0O0F0, 43.003189765, -5.664673435, -97874.521992636
071CID135973, C4H6N0O0F0, 52.659029939, 3.530574674, -97865.326744527
072CID69972, C4H6N0O0F0, 36.499390551, -12.740134212, -97881.597453413
073CID9250, C4H8N0O0F0, 1.361041540, -61.090648786, -98661.060088174
074CID8255, C4H8N0O0F0, -8.497406220, -69.909312756, -98669.878752144
075CID7843, C4H10N0O0F0, -37.385040735, -111.980247519, -99443.061807094
076CID6360, C4H10N0O0F0, -38.725966733, -113.026244360, -99444.107803935
077CID9088, C5H8N0O0F0, 39.866956597, -25.327326048, -122544.177005096
078CID241, C6H6N0O0F0, 14.111933379, -43.478612805, -145750.096411326
079CID6329, C1H5N1O0F0, -4.1710693005, -40.0492808730, -60151.5252211460
080CID6342, C2H3N1O0F0, 17.539420609, -8.719493506, -83307.963553252
081CID284, C1H2N0O2F0, -85.783026569, -104.806499475, -119075.286876159
082CID7865, C2H4N0O2F0, -87.898252774, -123.052187319, -143743.524923850
083CID178, C2H5N1O1F0, -55.963503403, -97.448044406, -131288.048232758
084CID9033, C2H5N1O0F0, 29.833852688, -9.440189014, -84039.796368947
085CID9999, C2H0N2O0F0, 75.255075761, 64.770328959, -116502.620950652
086CID674, C2H7N1O0F0, -8.089249307, -59.873900841, -84821.342200961
087CID6341, C2H7N1O0F0, -12.979959717, -64.922116250, -84826.390416370
088CID10038, C2H2N0O1F0, -11.447295335, -30.158234006, -95759.274841931
089CID6354, C2H4N0O1F0, -12.907361924, -45.233955435, -96505.462683548
090CID177, C2H4N0O1F0, -41.316590192, -73.005633964, -96533.234362077
091CID7860, C2H2N0O2F0, -50.907096623, -72.330542758, -142961.691159102
092CID702, C2H6N0O1F0, -53.661050101, -98.617480235, -97289.958328534
093CID8254, C2H6N0O1F0, -47.649242460, -92.601907476, -97283.942755776
094CID7855, C3H3N1O0F0, 44.726907014, 15.090361233, -107203.033938173
095CID180, C3H6N0O1F0, -55.291491276, -103.009966932, -121213.231054892
096CID176, C2H4N0O2F0, -100.033580803, -134.918313526, -143755.391050057
097CID3776, C3H8N0O1F0, -64.232663564, -124.923596005, -121966.256804151
098CID10903, C3H8N0O1F0, -57.368315287, -118.368610433, -121959.701818579
099CID1146, C3H9N1O0F0, -14.185431880, -81.617361779, -109493.078021746
100CID8029, C4H4N0O1F0, -9.164144255, -49.059882521, -144347.049089954
101CID8027, C4H5N1O0F0, 25.471365252, -21.221845949, -131889.338505202
102CID1049, C5H5N1O0F0, 25.618435686, -24.931198194, -155811.928097107
103CID783, C0H2N0O0F0, -.33629959885, -6.60256164885, -737.71468183585
